Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area
R0043348,SFR,750,,8TH,AVE,,LONGMONT,Ranch,Good,2010,1568.0,0,0.0,0.0,None,0,7128.0,3592485,2017-05-15,557000,658956.626730962,502
R0039914,SFR,756,,8TH,AVE,,LONGMONT,Ranch,Avg,1936,1312.0,0,0.0,0.0,None,0,7077.0,3702527,2019-03-15,445900,468489.278123706,502
R0044082,SFR,1016,,8TH,AVE,,LONGMONT,Multi Sty,Avg ++,2005,1920.0,0,0.0,0.0,Detached,1200,8140.0,3626558,2017-11-17,630000,705847.895940938,502
R0075813,SFR,1273,,8TH,AVE,,LONGMONT,Ranch,Avg,1958,1519.0,1519,1000.0,519.0,Attached,276,8103.0,3652046,2018-04-23,469000,510944.773556605,502
R0051684,SFR,10587,N,95TH,ST,,UNINCORPORATED,Ranch,Avg,1972,1875.0,0,0.0,0.0,Attached,400,215186.0,3686339,2018-11-16,635000,676019.398023207,502
R0042857,SFR,751,W,9TH,AVE,,LONGMONT,Ranch,Avg,1980,1106.0,0,0.0,0.0,None,0,8999.0,3789016,2020-05-29,359000,360184.7,502
R0512390,SFR,1314,W,9TH,AVE,,LONGMONT,Ranch,Avg,1965,2682.0,513,513.0,0.0,Multiple,1095,14343.0,3501344,2016-02-16,480000,650609.680592298,502
R0512390,SFR,1314,W,9TH,AVE,,LONGMONT,Ranch,Avg,1988,2682.0,513,513.0,0.0,Multiple,1095,14343.0,3600311,2017-06-23,625000,732728.59778273,502
R0042383,SFR,1815,W,9TH,AVE,,LONGMONT,Ranch,Avg,1960,1332.0,0,0.0,0.0,Detached,660,17209.0,3639805,2018-02-05,255000,279642.337268484,502
R0042383,SFR,1815,W,9TH,AVE,,LONGMONT,Ranch,Avg,1960,1332.0,0,0.0,0.0,Detached,660,17209.0,3667526,2018-07-18,350000,377551.957251048,502
R0068446,SFR,1830,W,9TH,AVE,,LONGMONT,Multi Sty,Avg,1997,1231.0,0,0.0,0.0,Detached,400,6429.0,3663297,2018-06-26,375000,405854.870046403,502
R0044273,SFR,2108,W,9TH,AVE,,LONGMONT,Ranch,Avg,1995,1508.0,756,504.0,252.0,Detached,528,13539.0,3684147,2018-11-01,420000,447130.940424798,502
R0042491,SFR,2120,W,9TH,AVE,,LONGMONT,Ranch,Avg +,1992,3000.0,1812,650.0,1162.0,Attached,891,39513.0,3772420,2020-03-06,687000,693823.768978719,502
R0045812,SFR,348,,9TH,AVE,,LONGMONT,Ranch,Avg,1970,1304.0,0,0.0,0.0,None,0,6331.0,3668589,2018-07-31,345400,372589.845812891,502
R0047599,SFR,360,,9TH,AVE,,LONGMONT,Multi Sty,Avg,1960,2284.0,0,0.0,0.0,None,0,14167.0,3640284,2018-02-01,308500,338312.396264028,502
R0046492,SFR,721,,9TH,AVE,,LONGMONT,Ranch,Avg,1955,994.0,432,0.0,432.0,Attached,216,6938.0,3745339,2019-10-24,267000,274130.753192372,502
R0040074,SFR,743,,9TH,AVE,,LONGMONT,Ranch,Avg,1950,1007.0,0,0.0,0.0,Detached,266,7886.0,3693480,2019-01-08,215000,227385.238797097,502
R0045232,SFR,745,,9TH,AVE,,LONGMONT,Ranch,Avg,1928,1026.0,0,0.0,0.0,Detached,480,7299.0,3522876,2016-06-02,275000,359466.098223698,502
R0040199,DUP_TRI,757,,9TH,AVE,,LONGMONT,Ranch,Avg,1970,2385.0,900,0.0,900.0,None,0,6813.0,3586056,2017-04-05,313500,374263.685317326,502
R0045881,SFR,761,,9TH,AVE,,LONGMONT,Ranch,Fair,1965,738.0,0,0.0,0.0,None,0,3474.0,3765147,2020-02-06,207000,209745.955160385,502
R0041444,SFR,1002,,9TH,AVE,,LONGMONT,Multi Sty,Avg,1958,2360.0,0,0.0,0.0,None,0,3632.0,3464761,2015-08-03,249500,357092.635124511,502
R0042311,SFR,1010,,9TH,AVE,,LONGMONT,Ranch,Fair,1985,680.0,0,0.0,0.0,None,0,2582.0,3458132,2015-07-07,178000,257080.333977668,502
R0042209,SFR,1013,,9TH,AVE,,LONGMONT,Multi Sty,Avg ++,1990,1356.0,0,0.0,0.0,Detached,400,6682.0,3648391,2018-03-30,402700,440163.027569876,502
R0044469,SFR,1034,,9TH,AVE,,LONGMONT,Ranch,Avg,1990,1221.0,1221,873.0,348.0,Detached,484,7060.0,3480335,2015-10-07,305000,428679.941404913,502
R0044469,SFR,1034,,9TH,AVE,,LONGMONT,Ranch,Avg,1990,1221.0,1221,1221.0,0.0,Detached,484,7060.0,3540222,2016-08-29,423000,542985.949005395,502
R0044469,SFR,1034,,9TH,AVE,,LONGMONT,Ranch,Avg,1990,1221.0,1221,1221.0,0.0,Detached,484,7060.0,3773188,2020-02-28,475750,482061.053949531,502
R0044294,SFR,1038,,9TH,AVE,,LONGMONT,Ranch,Avg,1990,684.0,600,600.0,0.0,Detached,240,5473.0,3756793,2019-12-20,319000,325368.538496273,502
R0042474,SFR,1202,,9TH,AVE,,LONGMONT,Ranch,Avg,2007,840.0,360,360.0,0.0,Attached,288,6841.0,3572421,2017-01-30,230000,282152.245121636,502
R0042474,SFR,1202,,9TH,AVE,,LONGMONT,Ranch,Avg,2007,840.0,360,360.0,0.0,Attached,288,6841.0,3659628,2018-06-06,348000,376633.319403062,502
R0040915,SFR,1323,,9TH,AVE,,LONGMONT,Ranch,Avg,1956,1317.0,0,0.0,0.0,Attached,786,8510.0,3479904,2015-10-15,263000,369648.605211449,502
R0045179,SFR,1330,,9TH,AVE,,LONGMONT,Ranch,Avg,1960,1064.0,1064,0.0,1064.0,Detached,440,13398.0,3489697,2015-12-04,215000,296752.757612121,502
R0045179,SFR,1330,,9TH,AVE,,LONGMONT,Ranch,Avg,2005,1064.0,1064,1020.0,44.0,Detached,440,13398.0,3529344,2016-07-08,409000,529797.667516173,502
R0046323,SFR,1432,,9TH,AVE,,LONGMONT,Multi Sty,Avg,1980,2228.0,0,0.0,0.0,None,0,12447.0,3488673,2015-11-30,275000,383025.340415539,502
R0040300,SFR,1444,,9TH,AVE,,LONGMONT,Multi Sty,Avg,2010,1200.0,900,900.0,0.0,None,0,6223.0,3769730,2020-02-13,445000,450903.140320634,502
R0041595,SFR,1509,,9TH,AVE,,LONGMONT,Ranch,Avg,1981,1448.0,0,0.0,0.0,Detached,624,6493.0,3769113,2020-02-28,410000,415438.848385303,502
R0045445,SFR,1808,,9TH,AVE,,LONGMONT,Ranch,Avg,1909,976.0,0,0.0,0.0,Detached,396,17061.0,3466456,2015-08-10,210000,300558.931367324,502
R0041302,SFR,1819,,9TH,AVE,,LONGMONT,Ranch,Avg,1982,950.0,0,0.0,0.0,None,0,20779.0,3489092,2015-12-03,289900,400133.136891878,502
R0040092,SFR,1824,,9TH,AVE,,LONGMONT,Multi Sty,Avg,1910,1180.0,604,0.0,604.0,Detached,400,13103.0,3470950,2015-08-27,224000,320596.193458479,502
R0046544,SFR,1912,,9TH,AVE,,LONGMONT,Multi Sty,Avg +,2003,1857.0,400,400.0,0.0,None,0,6855.0,3567152,2016-12-30,298500,369520.485409984,502
R0516341,SFR,2104,,ADDIE ROSE,LN,,LONGMONT,Ranch,Avg +,2012,1436.0,1173,1031.0,142.0,Attached,484,5574.0,3521370,2016-05-27,475000,626552.350290164,502
R0516342,SFR,2108,,ADDIE ROSE,LN,,LONGMONT,Multi Sty,Avg,2012,2302.0,969,0.0,969.0,Attached,473,5412.0,3592953,2017-05-17,415000,490964.093524864,502
R0508750,SFR,2109,,ADDIE ROSE,LN,,LONGMONT,Multi Sty,Avg,2012,1894.0,1058,0.0,1058.0,Attached,462,4558.0,3553947,2016-10-28,400000,504232.919176189,502
R0516343,SFR,2112,,ADDIE ROSE,LN,,LONGMONT,Ranch,Avg,2012,1436.0,1173,0.0,1173.0,Attached,484,5313.0,3725636,2019-07-22,419000,434463.161028233,502
R0508749,SFR,2113,,ADDIE ROSE,LN,,LONGMONT,Ranch,Avg,2012,1518.0,1264,0.0,1264.0,Attached,484,4836.0,3731078,2019-08-16,435000,449570.058537807,502
R0516344,SFR,2116,,ADDIE ROSE,LN,,LONGMONT,Multi Sty,Avg,2012,1894.0,1058,0.0,1058.0,Attached,462,5378.0,3659139,2018-06-05,415250,449416.626098051,502
R0508747,SFR,2121,,ADDIE ROSE,LN,,LONGMONT,Multi Sty,Avg,2013,2302.0,969,0.0,969.0,Attached,473,4531.0,3731548,2019-08-20,434900,449466.709099063,502
R0516346,SFR,2124,,ADDIE ROSE,LN,,LONGMONT,Ranch,Avg,2012,1436.0,1173,0.0,1173.0,Attached,484,5726.0,3496318,2016-01-13,365000,499241.475407521,502
R0104852,SFR,1604,,ADKINSON,AVE,,LONGMONT,Bi Level,Good,1990,1066.0,1052,1052.0,0.0,Attached,380,5052.0,3527377,2016-06-28,325000,424823.570628007,502
R0104873,SFR,1605,,ADKINSON,AVE,,LONGMONT,Multi Sty,Good,1994,1404.0,408,408.0,0.0,Attached,400,4845.0,3690615,2018-12-18,385000,408521.906431508,502
R0104853,SFR,1608,,ADKINSON,AVE,,LONGMONT,Multi Sty,Avg,1988,2210.0,546,0.0,546.0,Attached,399,5252.0,3758907,2019-12-02,400000,407985.628208493,502
R0104878,SFR,1625,,ADKINSON,AVE,,LONGMONT,Multi Sty,Good,1987,1715.0,547,547.0,0.0,Attached,400,5115.0,3527399,2016-06-29,315000,411752.076147145,502
R0104878,SFR,1625,,ADKINSON,AVE,,LONGMONT,Multi Sty,Good,1987,1715.0,547,547.0,0.0,Attached,400,5115.0,3721771,2019-06-28,393000,408848.395125616,502
R0104884,SFR,1721,,ADKINSON,AVE,,LONGMONT,Split level,Avg,1995,1528.0,980,330.0,650.0,Attached,400,5057.0,3481312,2015-10-20,293600,412657.150152401,502
R0073586,SFR,1617,,ALBION,LN,,LONGMONT,Split level,Avg,2000,1689.0,644,644.0,0.0,Attached,550,7950.0,3585559,2017-04-07,445000,531251.483145806,502
R0073585,SFR,1629,,ALBION,LN,,LONGMONT,Multi Sty,Avg,1985,2087.0,667,667.0,0.0,Attached,462,9460.0,3546577,2016-09-16,377750,480523.008060371,502
R0073583,SFR,1647,,ALBION,LN,,LONGMONT,Split level,Good,1988,2060.0,634,576.0,58.0,Attached,440,7989.0,3648151,2018-03-30,476000,520282.098642317,502
R0073571,SFR,1648,,ALBION,LN,,LONGMONT,Multi Sty,Avg +,1995,1451.0,702,702.0,0.0,Attached,713,8020.0,3527351,2016-06-29,419900,548872.053251385,502
R0050708,SFR,500,,ALLEN,DR,,LONGMONT,Multi Sty,Good,1999,2184.0,1120,0.0,1120.0,Attached,400,10623.0,3481758,2015-10-23,384000,539715.073768808,502
R0126905,SFR,621,,ALLEN,DR,,LONGMONT,Multi Sty,Good +,2010,2460.0,1124,1124.0,0.0,Attached,515,11081.0,3689661,2018-12-06,580000,615435.599299414,502
R0126909,SFR,707,,ALLEN,DR,,LONGMONT,Multi Sty,Good,1998,2494.0,1234,1234.0,0.0,Attached,640,10365.0,3700891,2019-02-26,573875,604937.213774471,502
R0126940,SFR,803,,ALLEN,DR,,LONGMONT,Multi Sty,Good,2005,2494.0,1234,1111.0,123.0,Attached,640,9747.0,3577579,2017-02-27,537500,653424.829166638,502
R0126944,SFR,827,,ALLEN,DR,,LONGMONT,Multi Sty,Good,1999,2494.0,1234,1111.0,123.0,Attached,640,9849.0,3740319,2019-08-30,584000,603560.722266849,502
R0126945,SFR,833,,ALLEN,DR,,LONGMONT,Multi Sty,Good,2000,2494.0,1234,1234.0,0.0,Attached,640,10086.0,3730008,2019-06-28,580000,603389.488989459,502
R0112658,SFR,3113,,ALMERIA,WAY,,LONGMONT,Patio,Good,1992,1592.0,1180,0.0,1180.0,Detached,400,3935.0,3509633,2016-03-30,262000,351918.473364281,502
R0112672,SFR,3115,,ALMERIA,WAY,,LONGMONT,Patio,Good,1999,1833.0,1291,816.0,475.0,Detached,400,4095.0,3520313,2016-05-25,374600,494118.969302516,502
R0112665,SFR,3116,,ALMERIA,WAY,,LONGMONT,Patio,Good,1993,1291.0,0,0.0,0.0,Detached,400,4193.0,3525321,2016-06-20,256500,335283.833434104,502
R0112667,SFR,3117,,ALMERIA,WAY,,LONGMONT,Patio,Good,1993,1303.0,991,0.0,991.0,Detached,400,3356.0,3610067,2017-08-18,357750,411875.299026566,502
R0043645,SFR,901,,ALTA,ST,,LONGMONT,Multi Sty,Avg,2015,1206.0,0,0.0,0.0,Detached,598,6518.0,3500799,2016-02-10,375000,508288.812962733,502
R0047871,SFR,913,,ALTA,ST,,LONGMONT,Ranch,Avg,1920,834.0,0,0.0,0.0,Detached,160,4829.0,3518685,2016-05-17,135000,178072.773240362,502
R0040705,SFR,917,,ALTA,ST,,LONGMONT,Ranch,Avg,1980,1008.0,0,0.0,0.0,Detached,386,4912.0,3564376,2016-12-16,293000,362711.900251676,502
R0043562,SFR,939,,ALTA,ST,,LONGMONT,Ranch,Avg,1908,720.0,0,0.0,0.0,None,0,6573.0,3535397,2016-08-05,180000,231057.850640594,502
R0043562,SFR,939,,ALTA,ST,,LONGMONT,Ranch,Avg,1950,720.0,0,0.0,0.0,None,0,6573.0,3603115,2017-06-12,227000,266127.026714687,502
R0070886,SFR,1009,,ALTA,ST,,LONGMONT,Ranch,Avg,1980,990.0,0,0.0,0.0,Detached,384,7740.0,3659739,2018-06-08,320000,346329.489106264,502
R0041410,SFR,1016,,ALTA,ST,,LONGMONT,Ranch,Avg,1950,736.0,0,0.0,0.0,Detached,520,6207.0,3520816,2016-05-26,246500,325147.693361106,502
R0041410,SFR,1016,,ALTA,ST,,LONGMONT,Ranch,Avg +,2011,736.0,0,0.0,0.0,Detached,520,6207.0,3723395,2019-07-10,375000,388839.344595674,502
R0042503,SFR,1025,,ALTA,ST,,LONGMONT,Multi Sty,Avg,1975,1200.0,646,0.0,646.0,None,0,6111.0,3530472,2016-07-14,299000,387309.29727955,502
R0043082,DUP_TRI,1047,,ALTA,ST,,LONGMONT,Ranch,Avg,1947,1456.0,0,0.0,0.0,None,0,6763.0,3485926,2015-11-09,240000,334276.660726289,502
R0074397,SFR,1529,,AMHERST,DR,,LONGMONT,Multi Sty,Avg,1986,1849.0,1222,0.0,1222.0,Attached,484,7023.0,3462715,2015-07-17,313000,452056.99176972,502
R0074400,SFR,1547,,AMHERST,DR,,LONGMONT,Multi Sty,Avg,1978,1814.0,648,648.0,0.0,Attached,500,6991.0,3524692,2016-06-15,330000,431359.317868438,502
R0074417,SFR,1558,,AMHERST,DR,,LONGMONT,Split level,Good,1978,1196.0,552,552.0,0.0,Attached,420,8358.0,3471144,2015-08-28,269600,385860.418555384,502
R0074415,SFR,1606,,AMHERST,DR,,LONGMONT,Split level,Avg,1979,1274.0,1098,1034.0,64.0,Attached,598,8170.0,3503465,2016-02-29,290000,393076.682024513,502
R0074412,SFR,1622,,AMHERST,DR,,LONGMONT,Multi Sty,Avg,1991,1656.0,828,678.0,150.0,Attached,529,10728.0,3525391,2016-06-15,349400,456718.017161309,502
R0074412,SFR,1622,,AMHERST,DR,,LONGMONT,Multi Sty,Avg,1991,1656.0,828,678.0,150.0,Attached,529,10728.0,3746536,2019-10-30,333300,342201.423367107,502
R0074411,SFR,1626,,AMHERST,DR,,LONGMONT,Bi Level,Avg,1989,1106.0,1056,1056.0,0.0,Attached,420,15256.0,3597135,2017-06-09,349900,410210.778182683,502
R0074403,SFR,1672,,AMHERST,DR,,LONGMONT,Ranch,Avg,1983,1261.0,1241,1110.0,131.0,Attached,604,12789.0,3487429,2015-11-24,300000,417845.825907861,502
R0044762,SFR,9,,ANNIVERSARY,LN,,LONGMONT,Ranch,Avg,1963,1125.0,999,999.0,0.0,Attached,294,6085.0,3505304,2016-03-07,186000,249835.252083039,502
R0044762,SFR,9,,ANNIVERSARY,LN,,LONGMONT,Ranch,Avg,2005,1125.0,999,999.0,0.0,Attached,294,6085.0,3532078,2016-07-21,300000,388604.646099882,502
R0043040,SFR,14,,ANNIVERSARY,LN,,LONGMONT,Split level,Avg,1985,988.0,572,572.0,0.0,Attached,312,6443.0,3461193,2015-07-20,257000,371177.785574498,502
R0040686,SFR,15,,ANNIVERSARY,LN,,LONGMONT,Multi Sty,Avg,1995,1646.0,816,600.0,216.0,Detached,576,6825.0,3561287,2016-12-05,291000,360236.0511032,502
R0045876,SFR,33,,ANNIVERSARY,LN,,LONGMONT,Multi Sty,Avg,1975,1561.0,1015,839.0,176.0,Attached,242,6124.0,3496809,2016-01-11,185300,253450.535323325,502
R0045876,SFR,33,,ANNIVERSARY,LN,,LONGMONT,Multi Sty,Avg,1995,1561.0,1015,839.0,176.0,Attached,242,6124.0,3535363,2016-08-05,282400,362504.094560576,502
R0045876,SFR,33,,ANNIVERSARY,LN,,LONGMONT,Multi Sty,Avg,1995,1561.0,1015,839.0,176.0,Attached,242,6124.0,3762889,2020-01-23,365000,371062.379886624,502
R0042553,SFR,100,,ANNIVERSARY,LN,,LONGMONT,Ranch,Avg,1995,1130.0,1026,924.0,102.0,Attached,286,6376.0,3467382,2015-08-12,240000,343495.921562656,502
R0046854,SFR,109,,ANNIVERSARY,LN,,LONGMONT,Ranch,Avg,1980,988.0,988,780.0,208.0,Attached,360,6036.0,3477429,2015-09-29,225000,319120.241068853,502
R0044296,SFR,118,,ANNIVERSARY,LN,,LONGMONT,Ranch,Avg,1985,1064.0,1064,1064.0,0.0,Attached,336,6292.0,3494423,2015-12-31,238500,329188.524141818,502
R0044296,SFR,118,,ANNIVERSARY,LN,,LONGMONT,Ranch,Avg,1991,1064.0,1064,1064.0,0.0,Attached,336,6292.0,3711700,2019-05-08,335000,349659.527399218,502
R0042854,SFR,124,,ANNIVERSARY,LN,,LONGMONT,Ranch,Avg,1962,1064.0,1064,532.0,532.0,Attached,336,6342.0,3539667,2016-08-26,278000,356856.013767139,502
R0039911,SFR,127,,ANNIVERSARY,LN,,LONGMONT,Ranch,Avg +,1985,1616.0,0,0.0,0.0,Attached,312,6198.0,3609751,2017-08-16,298000,343085.50415071,502
R0043124,SFR,1883,,ARAPAHOE,DR,,LONGMONT,Ranch,Avg ++,1980,1648.0,657,657.0,0.0,Attached,504,13612.0,3608378,2017-08-09,620000,713802.055615572,502
R0043124,SFR,1883,,ARAPAHOE,DR,,LONGMONT,Ranch,Avg ++,1980,1648.0,657,657.0,0.0,Attached,504,13612.0,3772607,2020-03-12,737000,744320.404275569,502
R0041576,SFR,1901,,ARAPAHOE,DR,,LONGMONT,Ranch,Good ++,1975,2185.0,1847,1847.0,0.0,Attached,1170,26135.0,3740013,2019-09-23,668100,688206.518738986,502
R0043648,SFR,58,,ASH,CT,,LONGMONT,Ranch,Avg,1972,1844.0,0,0.0,0.0,Attached,585,13087.0,3744871,2019-10-22,375000,385015.102798275,502
R0049156,SFR,1618,,ASHCROFT,CT,,LONGMONT,Split level,Avg,1990,1252.0,1012,436.0,576.0,Attached,462,8997.0,3602480,2017-07-07,325000,377579.125018104,502
R0072568,SFR,1300,,ASHCROFT,DR,,LONGMONT,Ranch,Avg,1985,1064.0,1064,936.0,128.0,Attached,504,7638.0,3504555,2016-03-03,300000,402960.084004902,502
R0049917,SFR,1311,,ASHCROFT,DR,,LONGMONT,Split level,Avg,1994,1590.0,422,422.0,0.0,Attached,436,8890.0,3698209,2019-02-13,389000,410055.458345927,502
R0049858,SFR,1506,,ASHCROFT,DR,,LONGMONT,Ranch,Avg,1980,1064.0,1064,798.0,266.0,Attached,312,7999.0,3681183,2018-10-12,383000,409086.378519763,502
R0049919,SFR,1511,,ASHCROFT,DR,,LONGMONT,Split level,Avg,1988,1252.0,951,894.0,57.0,Attached,482,6894.0,3653041,2018-04-23,414200,451243.763767901,502
R0049860,SFR,1518,,ASHCROFT,DR,,LONGMONT,Ranch,Avg,1985,1064.0,1064,854.0,210.0,Attached,312,7946.0,3699449,2019-02-22,370000,390027.042642656,502
R0044485,SFR,1338,,ASPEN,PL,,LONGMONT,Ranch,Avg,1975,1064.0,1064,196.0,868.0,Detached,576,7581.0,3687152,2018-11-21,406000,432226.575743972,502
R0040002,SFR,1339,,ASPEN,PL,,LONGMONT,Ranch,Avg ++,2011,1354.0,1354,1354.0,0.0,Detached,500,6984.0,3596183,2017-06-02,409500,480083.777267244,502
R0044600,SFR,1356,,ASPEN,PL,,LONGMONT,Ranch,Avg +,1997,1120.0,1120,600.0,520.0,Attached,459,7109.0,3582249,2017-03-23,355000,427668.248035571,502
R0045979,SFR,1133,,ASPEN,ST,,LONGMONT,Ranch,Avg,1976,1623.0,0,0.0,0.0,None,0,6598.0,3710159,2019-04-29,347000,363379.854126429,502
R0041752,SFR,1142,,ASPEN,ST,,LONGMONT,Ranch,Avg,1957,1008.0,0,0.0,0.0,Multiple,864,8040.0,3517348,2016-05-06,270362,356623.045324525,502
R0043935,SFR,1200,,ASPEN,ST,,LONGMONT,Ranch,Avg,1985,1380.0,0,0.0,0.0,Attached,528,8434.0,3635971,2018-01-12,321250,353457.085020773,502
R0040428,SFR,1203,,ASPEN,ST,,LONGMONT,Ranch,Avg,1958,1012.0,0,0.0,0.0,None,0,6241.0,3655873,2018-05-16,298125,323719.381938458,502
R0044403,SFR,1206,,ASPEN,ST,,LONGMONT,Ranch,Avg,1959,960.0,0,0.0,0.0,Attached,330,7834.0,3554522,2016-10-31,224000,282370.434738666,502
R0044403,SFR,1206,,ASPEN,ST,,LONGMONT,Ranch,Avg ++,2011,960.0,0,0.0,0.0,Attached,330,7834.0,3578368,2017-03-02,325000,391527.269328339,502
R0045983,SFR,1215,,ASPEN,ST,,LONGMONT,Ranch,Avg,1980,978.0,0,0.0,0.0,Attached,330,6401.0,3794247,2020-06-26,334400,334400.0,502
R0042828,SFR,1251,,ASPEN,ST,,LONGMONT,Ranch,Avg,1980,972.0,0,0.0,0.0,Attached,308,8115.0,3667952,2018-07-26,315000,339796.761525943,502
R0039884,SFR,1302,,ASPEN,ST,,LONGMONT,Ranch,Avg,1974,1320.0,1320,1320.0,0.0,Carport,360,7773.0,3576463,2017-02-21,315600,383666.746204634,502
R0040696,SFR,325,,ATWOOD,ST,,LONGMONT,Multi Sty,Avg,1960,1270.0,0,0.0,0.0,None,0,13983.0,3577235,2017-02-27,195000,237056.449651152,502
R0040696,SFR,325,,ATWOOD,ST,,LONGMONT,Multi Sty,Avg ++,1995,1270.0,0,0.0,0.0,Detached,500,13983.0,3680829,2018-10-10,357000,381315.50164897,502
R0041717,SFR,332,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1970,864.0,0,0.0,0.0,None,0,10393.0,3706292,2019-03-27,260000,273171.590742686,502
R0041718,SFR,338,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1970,864.0,0,0.0,0.0,Detached,600,9201.0,3704662,2019-03-27,350000,367730.987538231,502
R0047240,SFR,340,,ATWOOD,ST,,LONGMONT,Ranch,Fair,1980,728.0,0,0.0,0.0,None,0,14304.0,3781650,2020-05-01,303200,304200.56,502
R0040400,DUP_TRI,408,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1975,1680.0,1680,840.0,840.0,Carport,380,9284.0,3470098,2015-08-26,167000,239015.912087348,502
R0042738,SFR,418,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1970,772.0,0,0.0,0.0,None,0,7471.0,3604840,2017-07-21,230000,267209.842320505,502
R0040563,SFR,419,,ATWOOD,ST,,LONGMONT,Ranch,Avg ++,1985,1056.0,0,0.0,0.0,Detached,780,7491.0,3480588,2015-10-08,242800,341257.343518403,502
R0046865,SFR,422,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1985,1008.0,120,0.0,120.0,Detached,320,7736.0,3769993,2020-02-28,331000,335390.875159842,502
R0045829,SFR,435,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1989,768.0,0,0.0,0.0,Detached,312,6716.0,3631411,2017-12-13,221575,246010.035156098,502
R0044825,SFR,444,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1980,1092.0,0,0.0,0.0,Detached,446,10660.0,3690076,2018-12-12,295096,313125.144156655,502
R0044522,SFR,500,,ATWOOD,ST,,LONGMONT,Multi Sty,Avg,1960,1414.0,192,0.0,192.0,Detached,1392,15556.0,3641914,2018-02-15,320000,350923.717356529,502
R0044916,SFR,511,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1990,726.0,726,288.0,438.0,Detached,216,4234.0,3519844,2016-05-24,182800,241123.725543246,502
R0044916,SFR,511,,ATWOOD,ST,,LONGMONT,Ranch,Avg,2000,726.0,726,363.0,363.0,Detached,216,4234.0,3530470,2016-07-14,275000,356220.925591559,502
R0044798,SFR,532,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1970,816.0,0,0.0,0.0,Attached,264,8725.0,3569669,2017-01-17,240000,294419.734039968,502
R0039991,SFR,535,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1990,816.0,0,0.0,0.0,Detached,160,4555.0,3520122,2016-05-23,255000,336359.682787351,502
R0039933,SFR,537,,ATWOOD,ST,,LONGMONT,Multi Sty,Avg,1980,1528.0,728,0.0,728.0,Detached,528,5656.0,3474997,2015-09-11,224000,317701.928886325,502
R0039933,SFR,537,,ATWOOD,ST,,LONGMONT,Multi Sty,Good,1986,1528.0,728,528.0,200.0,Detached,528,5656.0,3653486,2018-04-30,453000,493513.82179348,502
R0044372,SFR,719,,ATWOOD,ST,,LONGMONT,Ranch,Avg,2000,672.0,0,0.0,0.0,None,0,4739.0,3528683,2016-06-29,216000,282344.280786614,502
R0044372,SFR,719,,ATWOOD,ST,,LONGMONT,Ranch,Avg,2005,672.0,0,0.0,0.0,None,0,4739.0,3732337,2019-08-21,289500,299196.625164816,502
R0044566,SFR,729,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1985,720.0,720,720.0,0.0,None,0,8718.0,3491621,2015-12-16,172900,238644.426935515,502
R0045807,SFR,730,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1985,1196.0,778,700.0,78.0,Detached,720,8815.0,3618374,2017-10-03,332200,375585.409785202,502
R0044849,SFR,831,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1990,1602.0,1602,936.0,666.0,Detached,576,8322.0,3674973,2018-09-04,440000,471519.582167902,502
R0041458,SFR,841,,ATWOOD,ST,,LONGMONT,Ranch,Good,1995,1470.0,0,0.0,0.0,Detached,320,7999.0,3614683,2017-09-13,409000,466628.115843327,502
R0043240,SFR,845,,ATWOOD,ST,,LONGMONT,Multi Sty,Avg,1965,1443.0,1047,1000.0,47.0,None,0,8516.0,3463264,2015-07-28,260000,375510.6001921,502
R0041034,SFR,916,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1952,1458.0,0,0.0,0.0,Detached,576,9308.0,3795362,2020-06-26,361000,361000.0,502
R0046269,SFR,922,,ATWOOD,ST,,LONGMONT,Ranch,Good,1995,1167.0,1131,1131.0,0.0,Detached,476,13451.0,3610024,2017-08-18,427200,491832.642191891,502
R0047498,SFR,1002,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1970,1288.0,1288,0.0,1288.0,Detached,720,9047.0,3509468,2016-03-31,215750,289795.460413525,502
R0045975,SFR,1014,,ATWOOD,ST,,LONGMONT,Ranch,Avg,1970,1328.0,1328,1328.0,0.0,Attached,336,9117.0,3574106,2017-02-02,220000,267448.302170531,502
R0045975,SFR,1014,,ATWOOD,ST,,LONGMONT,Ranch,Avg ++,2004,1328.0,1328,1328.0,0.0,Attached,336,9117.0,3622239,2017-10-25,375000,423975.101352952,502
