Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area
R0098015,SFR,2319,,22ND,AVE,,LONGMONT,Split level,Good,1988,1471.0,715,715.0,0.0,Attached,650,7073.0,3538748,2016-08-19,365000,468533.974910093,502
R0098010,SFR,2419,,22ND,AVE,,LONGMONT,Multi Sty,Good,2001,2055.0,675,675.0,0.0,Attached,546,9926.0,3648195,2018-03-30,445000,486398.180453426,502
R0114100,SFR,2573,,22ND,CT,,LONGMONT,Multi Sty,Good,1994,2357.0,1200,1200.0,0.0,Attached,590,8277.0,3494877,2016-01-06,386000,527964.957554255,502
R0114099,SFR,2575,,22ND,CT,,LONGMONT,Multi Sty,Avg +,1993,2958.0,1440,0.0,1440.0,Attached,798,11971.0,3502334,2016-02-19,460000,623500.943900952,502
R0104113,SFR,2561,,22ND,DR,,LONGMONT,Multi Sty,Good,2001,2174.0,739,0.0,739.0,Attached,594,10116.0,3759084,2020-01-07,540000,548969.00038021,502
R0082562,SFR,1612,,23RD,AVE,,LONGMONT,Ranch,Avg,1987,1550.0,819,737.0,82.0,Attached,340,9464.0,3751312,2019-11-21,405000,414448.63054135,502
R0082563,SFR,1616,,23RD,AVE,,LONGMONT,Ranch,Avg,1988,1457.0,1457,1457.0,0.0,Attached,506,7470.0,3780409,2020-04-24,424000,426803.01736,502
R0082564,SFR,1620,,23RD,AVE,,LONGMONT,Multi Sty,Avg,2008,1702.0,968,968.0,0.0,Attached,520,7339.0,3680818,2018-09-24,450000,482235.936308082,502
R0082565,SFR,1624,,23RD,AVE,,LONGMONT,Ranch,Good,1995,1512.0,819,755.0,64.0,Attached,340,7544.0,3768431,2020-02-26,420000,425571.503223969,502
R0100578,SFR,2128,,23RD,AVE,,LONGMONT,Ranch,Avg,1998,1088.0,1088,980.0,108.0,Attached,440,5342.0,3690280,2018-12-14,377300,400351.468302878,502
R0100598,SFR,2129,,23RD,AVE,,LONGMONT,Ranch,Avg,1994,1344.0,1344,1344.0,0.0,Attached,420,5425.0,3584578,2017-03-31,353300,425620.259242161,502
R0100579,SFR,2132,,23RD,AVE,,LONGMONT,Multi Sty,Avg,1994,1928.0,965,579.0,386.0,Attached,420,5434.0,3756888,2020-02-18,384000,389093.945804772,502
R0100580,SFR,2200,,23RD,AVE,,LONGMONT,Multi Sty,Avg,2008,1586.0,432,324.0,108.0,Attached,400,5439.0,3782533,2020-05-01,410365,411719.2045,502
R0073108,SFR,1601,,24TH,AVE,,LONGMONT,Ranch,Avg,2002,1268.0,1131,283.0,848.0,Attached,483,8484.0,3712594,2019-05-13,392000,409153.835046249,502
R0073108,SFR,1601,,24TH,AVE,,LONGMONT,Ranch,Avg,1978,1268.0,1131,283.0,848.0,Attached,483,8484.0,3625379,2017-11-10,333800,373987.345500135,502
R0082538,SFR,1610,,24TH,AVE,,LONGMONT,Ranch,Avg,1995,1414.0,1414,1414.0,0.0,Attached,943,11963.0,3631513,2017-11-10,400000,448157.394248215,502
R0100870,SFR,1613,,24TH,AVE,,LONGMONT,Split level,Good,1995,987.0,746,440.0,306.0,Attached,440,7236.0,3503375,2016-02-25,308000,417474.545046725,502
R0100869,SFR,1618,,24TH,AVE,,LONGMONT,Ranch,Good,2003,1481.0,540,486.0,54.0,Attached,400,9045.0,3574567,2017-02-09,356000,432779.97987595,502
R0082553,SFR,1625,,24TH,AVE,,LONGMONT,Ranch,Good,1992,1435.0,703,703.0,0.0,Attached,340,9396.0,3678735,2018-09-24,397000,425439.25936513,502
R0087218,SFR,1800,,24TH,AVE,,LONGMONT,Split level,Avg,1996,1111.0,504,504.0,0.0,Attached,552,7436.0,3539597,2016-08-26,289000,370976.215750731,502
R0087220,SFR,1812,,24TH,AVE,,LONGMONT,Split level,Avg,2000,1111.0,504,0.0,504.0,Attached,552,8012.0,3731285,2019-08-16,333000,344153.631018597,502
R0087291,SFR,1819,,24TH,AVE,,LONGMONT,Split level,Avg,1989,1111.0,504,504.0,0.0,Attached,552,7429.0,3728453,2019-08-05,346000,357589.058055359,502
R0087279,SFR,1925,,24TH,AVE,,LONGMONT,Bi Level,Avg,1990,774.0,764,764.0,0.0,Attached,456,7170.0,3479585,2015-10-14,270000,379487.161243693,502
R0100521,SFR,2100,,24TH,AVE,,LONGMONT,Ranch,Avg,1996,1344.0,1344,0.0,1344.0,Attached,420,4878.0,3470577,2015-08-26,275000,393589.076790543,502
R0100523,SFR,2108,,24TH,AVE,,LONGMONT,Ranch,Avg,1998,1578.0,1578,1438.0,140.0,Attached,420,4916.0,3726883,2019-07-26,401000,415798.872487641,502
R0100573,SFR,2113,,24TH,AVE,,LONGMONT,Multi Sty,Avg,1996,1508.0,424,424.0,0.0,Attached,440,7690.0,3577599,2017-02-28,355700,432415.277645717,502
R0100525,SFR,2116,,24TH,AVE,,LONGMONT,Split level,Avg,1996,1048.0,836,788.0,48.0,Attached,440,5003.0,3736507,2019-09-13,365000,375984.701900509,502
R0100527,SFR,2124,,24TH,AVE,,LONGMONT,Multi Sty,Avg,1996,1928.0,965,740.0,225.0,Attached,420,4982.0,3775391,2020-03-31,444000,448410.121436028,502
R0100529,SFR,2132,,24TH,AVE,,LONGMONT,Multi Sty,Avg,1998,1609.0,1143,357.0,786.0,Attached,460,4976.0,3650894,2018-04-11,407000,443399.835474495,502
R0100566,SFR,2205,,24TH,AVE,,LONGMONT,Ranch,Avg,1996,898.0,898,0.0,898.0,Attached,400,5117.0,3520468,2016-05-25,290000,382526.698071889,502
R0100566,SFR,2205,,24TH,AVE,,LONGMONT,Ranch,Avg,1996,898.0,898,0.0,898.0,Attached,400,5117.0,3648863,2018-03-29,355000,388025.514743745,502
R0100532,SFR,2208,,24TH,AVE,,LONGMONT,Ranch,Avg,1996,1088.0,1088,595.0,493.0,Attached,440,4977.0,3766359,2020-02-10,380000,385040.883869305,502
R0100565,SFR,2209,,24TH,AVE,,LONGMONT,Multi Sty,Avg,2007,1558.0,416,375.0,41.0,Attached,400,5108.0,3729431,2019-08-09,407500,421148.962883118,502
R0100533,SFR,2212,,24TH,AVE,,LONGMONT,Split level,Avg,2007,1048.0,836,836.0,0.0,Attached,440,4949.0,3772542,2020-03-16,408500,412557.510375265,502
R0100564,SFR,2213,,24TH,AVE,,LONGMONT,Ranch,Avg,1995,1088.0,1088,1048.0,40.0,Attached,440,5051.0,3657894,2018-05-29,382000,414795.149351751,502
R0100563,SFR,2217,,24TH,AVE,,LONGMONT,Multi Sty,Avg,1995,1558.0,416,0.0,416.0,Attached,400,5113.0,3586925,2017-04-10,322500,385008.097336006,502
R0100563,SFR,2217,,24TH,AVE,,LONGMONT,Multi Sty,Avg ++,2015,1558.0,416,210.0,206.0,Attached,400,5113.0,3610559,2017-08-17,379900,437376.453110251,502
R0100561,SFR,2225,,24TH,AVE,,LONGMONT,Ranch,Avg,1996,864.0,864,216.0,648.0,Attached,400,6397.0,3764353,2020-02-03,369900,374806.902482253,502
R0104162,SFR,2307,,24TH,AVE,,LONGMONT,Multi Sty,Good,1998,1817.0,608,500.0,108.0,Attached,638,7082.0,3580143,2017-03-10,391500,471639.772129369,502
R0114061,SFR,2318,,24TH,AVE,,LONGMONT,Ranch,Good,1993,2087.0,2087,2037.0,50.0,Attached,552,7427.0,3753243,2019-12-02,484750,494427.583185167,502
R0114060,SFR,2400,,24TH,AVE,,LONGMONT,Multi Sty,Good +,1993,2015.0,950,238.0,712.0,Attached,670,7427.0,3472905,2015-09-10,419900,595549.285443606,502
R0114060,SFR,2400,,24TH,AVE,,LONGMONT,Multi Sty,Good +,1993,2015.0,950,238.0,712.0,Attached,670,7427.0,3688994,2018-11-30,475000,505683.801670903,502
R0104124,SFR,2519,,24TH,AVE,,LONGMONT,Multi Sty,Good,1992,2159.0,1116,0.0,1116.0,Attached,737,7173.0,3470962,2015-08-31,387500,554602.790023039,502
R0040937,SFR,908,,2ND,AVE,,LONGMONT,Ranch,Avg,1950,1082.0,306,0.0,306.0,None,0,7658.0,3610990,2017-08-22,333500,383956.428302892,502
R0046273,SFR,909,,2ND,AVE,,LONGMONT,Multi Sty,Avg ++,1970,1151.0,0,0.0,0.0,Multiple,376,4232.0,3530027,2016-07-12,286000,370469.762615221,502
R0043143,SFR,917,,2ND,AVE,,LONGMONT,Ranch,Fair,1950,667.0,0,0.0,0.0,None,0,13489.0,3797795,2020-07-13,300000,300000.0,502
R0041968,DUP_TRI,1004,,2ND,AVE,,LONGMONT,Multi Sty,Avg,1960,1668.0,0,0.0,0.0,None,0,10330.0,3568768,2017-01-06,345000,423228.367682454,502
R0043130,SFR,1875,W,3RD,AVE,,LONGMONT,Ranch,Avg,1952,1252.0,1252,1108.0,144.0,Attached,440,12085.0,3631558,2017-12-15,467500,519055.360196213,502
R0044813,SFR,913,,3RD,AVE,,LONGMONT,Ranch,Avg,1990,1957.0,760,760.0,0.0,Basement,576,6860.0,3646938,2018-03-23,593500,648713.078874401,502
R0044633,SFR,920,,3RD,AVE,,LONGMONT,Multi Sty,Good,1965,3841.0,1285,528.0,757.0,Detached,828,13379.0,3619914,2017-10-13,745000,842297.201354532,502
R0042696,SFR,927,,3RD,AVE,,LONGMONT,Multi Sty,Good,1988,2675.0,1631,0.0,1631.0,Basement,180,6207.0,3732150,2019-08-22,732500,757034.638802169,502
R0043901,SFR,1005,,3RD,AVE,,LONGMONT,Multi Sty,Good +,1985,3969.0,1673,1673.0,0.0,Detached,660,12896.0,3476161,2015-09-22,750000,1063734.13689618,502
R0044990,SFR,1105,,3RD,AVE,,LONGMONT,Ranch,Avg +,2000,1212.0,792,792.0,0.0,Attached,420,4107.0,3587026,2017-04-17,480000,573035.307662892,502
R0046703,SFR,1109,,3RD,AVE,,LONGMONT,Multi Sty,Good ++,1990,2005.0,1085,799.0,286.0,None,0,4931.0,3649328,2018-04-04,654500,713034.870560336,502
R0042229,SFR,1125,,3RD,AVE,,LONGMONT,Ranch,Avg,1980,1354.0,884,884.0,0.0,Basement,210,7917.0,3673068,2018-08-23,655000,704237.536129164,502
R0045869,SFR,1126,,3RD,AVE,,LONGMONT,Multi Sty,Good,1970,3968.0,696,0.0,696.0,Attached,474,9247.0,3462343,2015-07-22,493300,712459.150287549,502
R0045869,SFR,1126,,3RD,AVE,,LONGMONT,Multi Sty,Good,2005,3968.0,696,0.0,696.0,Attached,474,9247.0,3547913,2016-09-30,760000,966770.314032779,502
R0042872,SFR,1228,,3RD,AVE,,LONGMONT,Multi Sty,Good +,1998,5063.0,2273,0.0,2273.0,Multiple,1644,39666.0,3495822,2016-01-12,950000,1299395.62092369,502
R0042872,SFR,1228,,3RD,AVE,,LONGMONT,Multi Sty,Good +,1998,5063.0,2273,1705.0,568.0,Multiple,1644,39666.0,3672799,2018-07-27,1035000,1116475.07358524,502
R0045049,SFR,1272,,3RD,AVE,,LONGMONT,Ranch,Avg,1985,834.0,834,766.0,68.0,Detached,240,5456.0,3795307,2020-06-26,484000,484000.0,502
R0042545,SFR,1308,,3RD,AVE,,LONGMONT,Multi Sty,Avg,1960,2628.0,1328,1054.0,274.0,Detached,480,12085.0,3643088,2018-02-26,430000,471553.745197835,502
R0040107,SFR,1314,,3RD,AVE,,LONGMONT,Multi Sty,Avg,1985,1771.0,312,0.0,312.0,Detached,216,6409.0,3578055,2017-02-28,419350,509792.934160055,502
R0040483,SFR,1412,,3RD,AVE,,LONGMONT,Ranch,Avg ++,1997,936.0,936,936.0,0.0,None,0,6552.0,3656087,2018-05-16,555000,602647.402853984,502
R0044682,SFR,1502,,3RD,AVE,,LONGMONT,Ranch,Avg,1977,1032.0,996,0.0,996.0,Detached,480,7906.0,3621399,2017-10-17,309000,349355.483514833,502
R0044682,SFR,1502,,3RD,AVE,,LONGMONT,Ranch,Avg ++,2000,1032.0,996,951.0,45.0,Detached,480,7906.0,3675178,2018-09-05,570000,610832.185990237,502
R0041963,SFR,1515,,3RD,AVE,,LONGMONT,Ranch,Avg ++,1993,1338.0,0,0.0,0.0,Detached,280,7601.0,3470426,2015-08-28,355000,508087.717311429,502
R0040346,SFR,1600,,3RD,AVE,,LONGMONT,Multi Sty,Avg,1990,1728.0,936,767.0,169.0,Detached,560,10179.0,3488989,2015-12-04,446000,615589.44137212,502
R0042912,SFR,1611,,3RD,AVE,,LONGMONT,Ranch,Avg,1965,1527.0,1233,1110.0,123.0,Detached,576,6288.0,3776112,2020-04-02,595000,598933.47955,502
R0040356,SFR,1616,,3RD,AVE,,LONGMONT,Multi Sty,Avg,1991,1382.0,1060,990.0,70.0,Detached,440,6929.0,3490378,2015-12-11,363000,501029.074479999,502
R0040356,SFR,1616,,3RD,AVE,,LONGMONT,Multi Sty,Avg,1991,1382.0,1060,990.0,70.0,Detached,440,6929.0,3746311,2019-10-30,415030,426114.181638315,502
R0042841,SFR,1618,,3RD,AVE,,LONGMONT,Ranch,Avg,2003,1149.0,848,848.0,0.0,Detached,440,6600.0,3603760,2017-07-12,562000,652921.440800537,502
R0039953,SFR,1885,,3RD,AVE,,LONGMONT,Ranch,Avg ++,1978,2262.0,1152,0.0,1152.0,Attached,528,14851.0,3758797,2019-12-20,549100,560062.271123208,502
R0044980,SFR,1895,,3RD,AVE,,LONGMONT,Ranch,Avg,1985,2325.0,350,0.0,350.0,Detached,484,18373.0,3665155,2018-07-09,557000,600846.971968097,502
R0045407,SFR,1920,,3RD,AVE,,LONGMONT,Multi Sty,Avg,1990,2374.0,0,0.0,0.0,Attached,644,19604.0,3720008,2019-06-21,477462,496716.469296354,502
R0046731,SFR,1930,,3RD,AVE,,LONGMONT,Ranch,Avg,2002,1679.0,0,0.0,0.0,Attached,483,12230.0,3631581,2017-12-14,430000,477419.903495982,502
R0040331,SFR,10,E,4TH,AVE,,LONGMONT,Ranch,Avg,1995,1300.0,1092,1092.0,0.0,None,0,6213.0,3789342,2020-06-05,399900,399900.0,502
R0044675,SFR,18,E,4TH,AVE,,LONGMONT,Ranch,Avg,1970,670.0,168,0.0,168.0,Detached,678,6234.0,3577355,2017-02-24,215000,261369.931666655,502
R0041662,SFR,30,E,4TH,AVE,,LONGMONT,Ranch,Avg,1980,672.0,0,0.0,0.0,Detached,240,6188.0,3733938,2019-08-30,325000,335885.675919051,502
R0045001,SFR,34,E,4TH,AVE,,LONGMONT,Multi Sty,Avg,1980,1752.0,405,0.0,405.0,Detached,416,6177.0,3680252,2018-09-19,317500,340244.243950702,502
R0041018,SFR,46,E,4TH,AVE,,LONGMONT,Ranch,Avg ++,2010,1120.0,1120,1120.0,0.0,Detached,480,6137.0,3717626,2019-06-11,450000,468147.017319408,502
R0040671,SFR,144,E,4TH,AVE,,LONGMONT,Ranch,Avg,1955,768.0,768,768.0,0.0,Detached,336,4751.0,3460633,2015-07-13,167000,241193.347046464,502
R0046434,SFR,152,E,4TH,AVE,,LONGMONT,Ranch,Avg,1980,768.0,768,624.0,144.0,Detached,312,4720.0,3769834,2020-02-26,321000,325258.220321176,502
R0041472,SFR,10,,4TH,AVE,,LONGMONT,Ranch,Avg,1980,763.0,0,0.0,0.0,None,0,6390.0,3724451,2019-07-09,297000,307960.760919774,502
R0047065,SFR,21,,4TH,AVE,,LONGMONT,Ranch,Avg,1980,716.0,0,0.0,0.0,None,0,4695.0,3592632,2017-05-16,225800,267131.788717866,502
R0047065,SFR,21,,4TH,AVE,,LONGMONT,Ranch,Avg +,2000,716.0,0,0.0,0.0,None,0,4695.0,3630437,2017-12-08,310000,344186.442055243,502
R0046170,SFR,102,,4TH,AVE,,LONGMONT,Ranch,Avg,1975,1138.0,0,0.0,0.0,Detached,192,7839.0,3534886,2016-08-02,285000,365841.596847607,502
R0044246,SFR,152,,4TH,AVE,,LONGMONT,Ranch,Good,2013,1310.0,0,0.0,0.0,Detached,576,14101.0,3659204,2018-05-22,465000,504920.79698577,502
R0040472,SFR,157,,4TH,AVE,,LONGMONT,Multi Sty,Avg,2002,1802.0,248,0.0,248.0,None,0,4650.0,3787619,2020-05-28,351000,352158.3,502
R0046478,DUP_TRI,160,,4TH,AVE,,LONGMONT,Multi Sty,Avg,1970,1804.0,0,0.0,0.0,Attached,264,9075.0,3476470,2015-09-28,167000,236858.134482215,502
R0046478,DUP_TRI,160,,4TH,AVE,,LONGMONT,Multi Sty,Avg,1970,1804.0,0,0.0,0.0,Attached,264,9075.0,3637331,2018-01-18,285000,313572.822508702,502
R0042062,SFR,203,,4TH,AVE,,LONGMONT,Ranch,Avg +,1995,1504.0,456,0.0,456.0,Detached,748,7233.0,3618073,2017-10-02,396000,447717.707028718,502
R0040777,SFR,204,,4TH,AVE,,LONGMONT,Multi Sty,Avg,1970,1956.0,0,0.0,0.0,Detached,300,10786.0,3604921,2017-07-21,327300,380251.223441309,502
R0044795,SFR,210,,4TH,AVE,,LONGMONT,Multi Sty,Good ++,2000,2300.0,480,0.0,480.0,Detached,480,9084.0,3689087,2018-12-04,646000,685467.926116244,502
R0084597,SFR,414,,4TH,AVE,,LONGMONT,Multi Sty,Avg,1965,1604.0,660,0.0,660.0,None,0,3571.0,3514245,2016-04-26,280000,372700.774350244,502
R0084597,SFR,414,,4TH,AVE,,LONGMONT,Multi Sty,Good ++,2007,2008.0,765,765.0,0.0,None,0,3571.0,3576994,2017-02-24,465000,565288.45686044,502
R0084597,SFR,414,,4TH,AVE,,LONGMONT,Multi Sty,Good ++,2007,2008.0,765,765.0,0.0,None,0,3571.0,3702596,2019-03-15,544000,571559.02063085,502
R0041631,SFR,831,,4TH,AVE,,LONGMONT,Multi Sty,Good,1990,2416.0,544,0.0,544.0,Attached,280,8090.0,3538126,2016-08-19,550000,706010.099179592,502
R0044306,SFR,12,E,5TH,AVE,,LONGMONT,Multi Sty,Avg,1980,1073.0,0,0.0,0.0,None,0,6247.0,3525410,2016-06-17,245000,320251.614781113,502
R0044306,SFR,12,E,5TH,AVE,,LONGMONT,Multi Sty,Avg,1980,1073.0,0,0.0,0.0,None,0,6247.0,3755065,2019-12-12,323000,329448.394778358,502
R0040616,SFR,16,E,5TH,AVE,,LONGMONT,Ranch,Avg,1970,768.0,0,0.0,0.0,Carport,220,6004.0,3588119,2017-04-19,234800,280309.771331765,502
R0040870,SFR,27,E,5TH,AVE,,LONGMONT,Ranch,Avg,1960,1008.0,1008,1008.0,0.0,None,0,6231.0,3625173,2017-11-06,202500,226879.680838159,502
R0040870,SFR,27,E,5TH,AVE,,LONGMONT,Ranch,Avg,1995,1008.0,1008,1008.0,0.0,None,0,6231.0,3641682,2018-02-14,305000,334474.168105441,502
R0067661,SFR,28,E,5TH,AVE,,LONGMONT,Ranch,Avg,1974,952.0,0,0.0,0.0,Attached,396,6218.0,3786663,2020-05-21,345000,346138.5,502
R0046897,SFR,38,E,5TH,AVE,,LONGMONT,Ranch,Avg,1975,948.0,0,0.0,0.0,Detached,252,7289.0,3754754,2019-12-11,287750,293494.661292484,502
R0046818,SFR,121,E,5TH,AVE,,LONGMONT,Ranch,Avg,1995,784.0,0,0.0,0.0,Attached,220,5252.0,3511846,2016-04-08,216000,287512.025927331,502
R0046818,SFR,121,E,5TH,AVE,,LONGMONT,Ranch,Avg,2005,784.0,0,0.0,0.0,Attached,220,5252.0,3735814,2019-09-11,300000,309028.522110007,502
R0042330,SFR,124,E,5TH,AVE,,LONGMONT,Ranch,Avg,1990,768.0,0,0.0,0.0,Detached,384,6389.0,3577924,2017-02-27,251000,305134.19929456,502
R0047588,SFR,125,E,5TH,AVE,,LONGMONT,Ranch,Avg,1992,1959.0,0,0.0,0.0,None,0,7662.0,3485893,2015-11-13,247100,344165.678606108,502
R0044052,SFR,137,E,5TH,AVE,,LONGMONT,Ranch,Avg,1980,1047.0,0,0.0,0.0,Attached,240,4738.0,3748142,2019-11-08,308000,315185.625201817,502
R0043600,SFR,145,E,5TH,AVE,,LONGMONT,Ranch,Avg ++,2002,1048.0,768,768.0,0.0,None,0,4806.0,3655099,2018-05-11,365000,396335.679354422,502
R0040737,SFR,148,E,5TH,AVE,,LONGMONT,Ranch,Avg,1962,1212.0,0,0.0,0.0,Detached,180,10546.0,3734589,2019-08-28,220000,227368.765237512,502
R0043582,SFR,149,E,5TH,AVE,,LONGMONT,Ranch,Avg ++,2000,768.0,768,703.0,65.0,None,0,4708.0,3558108,2016-11-15,273000,341032.164320786,502
R0042631,SFR,1,,5TH,AVE,,LONGMONT,Ranch,Avg,1910,1120.0,1000,670.0,330.0,Detached,240,6472.0,3484985,2015-11-06,305000,424809.923006325,502
R0041453,SFR,19,,5TH,AVE,,LONGMONT,Multi Sty,Avg,1980,1240.0,0,0.0,0.0,Multiple,558,5035.0,3671680,2018-08-14,438000,470925.253167288,502
R0045875,SFR,205,,5TH,AVE,,LONGMONT,Ranch,Avg,1985,1224.0,0,0.0,0.0,None,0,15300.0,3497007,2016-01-19,278500,380928.084660259,502
R0045283,SFR,329,,5TH,AVE,,LONGMONT,Multi Sty,Avg,2000,2256.0,624,0.0,624.0,Detached,320,7951.0,3678997,2018-10-01,565000,603482.516615317,502
R0039879,SFR,828,,5TH,AVE,,LONGMONT,Ranch,Avg,1917,1084.0,408,0.0,408.0,None,0,5527.0,3654306,2018-05-04,350000,380047.91170972,502
R0042565,SFR,902,,5TH,AVE,,LONGMONT,Multi Sty,Good,1983,2282.0,250,0.0,250.0,Detached,250,6287.0,3609487,2017-06-26,610000,715143.111435944,502
R0045212,SFR,910,,5TH,AVE,,LONGMONT,Multi Sty,Avg,1974,3200.0,0,0.0,0.0,Detached,1224,9800.0,3771965,2020-03-13,710000,717052.22121527,502
R0045211,SFR,912,,5TH,AVE,,LONGMONT,Ranch,Avg ++,2005,1929.0,971,971.0,0.0,Detached,440,5268.0,3622676,2017-10-27,590000,667054.159461979,502
R0044381,DUP_TRI,954,,5TH,AVE,,LONGMONT,Ranch,Avg +,1975,1900.0,225,0.0,225.0,Detached,504,8203.0,3512785,2016-04-18,500000,665537.097054007,502
R0044151,SFR,960,,5TH,AVE,,LONGMONT,Multi Sty,V Good,1990,2869.0,550,495.0,55.0,Attached,231,7668.0,3473078,2015-08-29,679500,972522.82792427,502
R0044005,SFR,1008,,5TH,AVE,,LONGMONT,Multi Sty,Avg +,1999,1976.0,912,0.0,912.0,Attached,280,5641.0,3596232,2017-06-02,615000,721004.940218206,502
R0040817,SFR,1114,,5TH,AVE,,LONGMONT,Multi Sty,Good,1919,2190.0,840,300.0,540.0,Detached,338,9975.0,3476241,2015-09-24,537000,761633.642017662,502
R0041740,SFR,19,E,6TH,AVE,,LONGMONT,Multi Sty,Good,1990,1612.0,0,0.0,0.0,None,0,9090.0,3648053,2018-03-29,483000,527933.305975292,502
R0045430,SFR,23,E,6TH,AVE,,LONGMONT,Ranch,Avg,1988,924.0,0,0.0,0.0,Multiple,680,5957.0,3638620,2018-01-26,285000,313572.822508702,502
R0045430,SFR,23,E,6TH,AVE,,LONGMONT,Ranch,Avg +,2003,924.0,0,0.0,0.0,Multiple,680,5957.0,3725790,2019-07-22,350000,362916.721622629,502
R0042757,SFR,129,E,6TH,AVE,,LONGMONT,Ranch,Avg,1975,1114.0,806,725.0,81.0,None,0,6481.0,3595209,2017-05-31,278650,329655.770266755,502
R0047168,SFR,146,E,6TH,AVE,A,LONGMONT,Ranch,Avg,2000,768.0,0,0.0,0.0,Detached,400,6325.0,3781819,2020-04-30,345000,347280.75705,502
R0043855,SFR,8,,6TH,AVE,,LONGMONT,Ranch,Avg,2000,800.0,800,400.0,400.0,Detached,320,4233.0,3682294,2018-08-24,391000,420392.17805573,502
R0045090,SFR,9,,6TH,AVE,,LONGMONT,Ranch,Avg,1950,772.0,612,0.0,612.0,Detached,384,3483.0,3796329,2020-07-01,305000,305000.0,502
R0045206,SFR,11,,6TH,AVE,,LONGMONT,Ranch,Avg,1995,912.0,672,0.0,672.0,None,0,3091.0,3523585,2016-06-10,250000,326787.362021544,502
R0045206,SFR,11,,6TH,AVE,,LONGMONT,Ranch,Avg,1995,912.0,672,0.0,672.0,None,0,3091.0,3668925,2018-07-31,310000,334403.162136643,502
R0046517,SFR,213,,6TH,AVE,,LONGMONT,Ranch,Avg +,1991,800.0,0,0.0,0.0,None,0,7531.0,3663386,2018-06-27,319685,345988.571015425,502
R0045143,SFR,327,,6TH,AVE,,LONGMONT,Ranch,Fair,1980,708.0,240,0.0,240.0,Attached,180,5003.0,3702450,2019-03-14,312000,327805.908891223,502
R0045823,SFR,819,,6TH,AVE,,LONGMONT,Multi Sty,Avg,1990,1493.0,694,0.0,694.0,Multiple,428,4448.0,3685471,2018-11-08,510000,542944.713372969,502
R0046439,SFR,902,,6TH,AVE,,LONGMONT,Ranch,Avg +,2000,1107.0,325,0.0,325.0,Detached,160,7867.0,3476137,2015-09-28,375000,531867.068448088,502
R0043380,SFR,912,,6TH,AVE,,LONGMONT,Ranch,Avg ++,2002,1506.0,662,662.0,0.0,Detached,287,7703.0,3579883,2017-03-10,648100,780765.610005221,502
R0042018,SFR,1102,,6TH,AVE,,LONGMONT,Ranch,Avg ++,2003,1432.0,1176,1176.0,0.0,Detached,324,6092.0,3635043,2018-01-05,540500,594688.107248959,502
R0043165,SFR,1115,,6TH,AVE,,LONGMONT,Ranch,Avg,1985,1027.0,0,0.0,0.0,Detached,320,3809.0,3470895,2015-08-27,291800,417633.791299929,502
R0043943,SFR,1117,,6TH,AVE,,LONGMONT,Ranch,Avg,1970,929.0,200,0.0,200.0,None,0,3529.0,3643606,2018-02-27,363000,398079.091876312,502
R0046711,SFR,1262,,6TH,AVE,,LONGMONT,Ranch,Avg,1964,972.0,0,0.0,0.0,Attached,360,9332.0,3608845,2017-08-11,316500,364384.436455369,502
R0104029,SFR,1276,,6TH,AVE,,LONGMONT,Multi Sty,Good +,1987,2018.0,1268,0.0,1268.0,None,0,9140.0,3538948,2016-08-19,628000,806135.167790516,502
R0041529,SFR,1300,,6TH,AVE,,LONGMONT,Multi Sty,Avg,1985,1836.0,0,0.0,0.0,Detached,240,9977.0,3780422,2020-04-27,500000,503305.445,502
R0047461,SFR,1316,,6TH,AVE,,LONGMONT,Ranch,Avg,1995,720.0,0,0.0,0.0,Detached,160,6658.0,3687687,2018-11-28,300000,319379.24316057,502
R0047461,SFR,1316,,6TH,AVE,,LONGMONT,Ranch,Avg,1995,720.0,0,0.0,0.0,Detached,160,6658.0,3788427,2020-05-29,345000,346138.5,502
R0046349,SFR,1710,,6TH,AVE,,LONGMONT,Multi Sty,Good,1993,2197.0,1200,1200.0,0.0,Detached,480,12108.0,3470676,2015-08-26,686000,981825.842466592,502
R0046349,SFR,1710,,6TH,AVE,,LONGMONT,Multi Sty,Good,2000,2197.0,1200,1200.0,0.0,Detached,480,12108.0,3598729,2017-06-15,750000,879274.317339275,502
R0047597,SFR,312,,8TH,AVE,,LONGMONT,Multi Sty,Good,1990,1968.0,1080,0.0,1080.0,Detached,896,8700.0,3755140,2019-12-13,577000,588519.26869075,502
R0046262,SFR,318,,8TH,AVE,,LONGMONT,Multi Sty,Good,1985,1827.0,780,700.0,80.0,Detached,252,7241.0,3794297,2020-06-26,597000,597000.0,502
R0046374,SFR,722,,8TH,AVE,,LONGMONT,Multi Sty,Avg,1985,1415.0,0,0.0,0.0,Detached,384,6759.0,3631639,2017-12-11,335000,371943.41318873,502
R0045769,SFR,734,,8TH,AVE,,LONGMONT,Ranch,Avg,1973,1032.0,0,0.0,0.0,Detached,200,7456.0,3526257,2016-06-22,363000,474495.249655281,502
